"Description","Coverage [%]","# Peptides","Found in Sample: [S4] F4: Sample, w/o sm, w/o Rs, none","Found in Sample: [S10] F10: Sample, w/o sm, w/o Rs, none","Found in Sample: [S12] F12: Sample, w/o sm, w/o Rs, none","Found in Sample: [S14] F14: Sample, w/o sm, w/o Rs, none","Found in Sample: [S16] F16: Sample, w/o sm, w/o Rs, none","Found in Sample: [S24] F24: Sample, w/o sm, w/o Rs, none","Found in Sample: [S27] F27: Sample, w/o sm, w/o Rs, none","Found in Sample: [S28] F28: Sample, w/o sm, w/o Rs, none","Found in Sample: [S53] F53: Sample, w/o sm, w/o Rs, none","Found in Sample: [S38] F38: Sample, w/o sm, with Rs, heavy","Found in Sample: [S39] F39: Sample, w/o sm, with Rs, heavy","Found in Sample: [S40] F40: Sample, w/o sm, with Rs, heavy","Found in Sample: [S41] F41: Sample, w/o sm, with Rs, heavy","Found in Sample: [S42] F42: Sample, w/o sm, with Rs, heavy","Found in Sample: [S44] F44: Sample, w/o sm, with Rs, heavy","Found in Sample: [S47] F47: Sample, w/o sm, with Rs, heavy","Found in Sample: [S48] F48: Sample, w/o sm, with Rs, heavy","Found in Sample: [S49] F49: Sample, w/o sm, with Rs, heavy","Found in Sample: [S5] F5: Sample, w/o sm, with Rs, light","Found in Sample: [S7] F7: Sample, w/o sm, with Rs, light","Found in Sample: [S9] F9: Sample, w/o sm, with Rs, light","Found in Sample: [S11] F11: Sample, w/o sm, with Rs, light","Found in Sample: [S13] F13: Sample, w/o sm, with Rs, light","Found in Sample: [S17] F17: Sample, w/o sm, with Rs, light","Found in Sample: [S23] F23: Sample, w/o sm, with Rs, light","Found in Sample: [S26] F26: Sample, w/o sm, with Rs, light","Found in Sample: [S29] F29: Sample, w/o sm, with Rs, light","Found in Sample: [S6] F6: Sample, with sm, w/o Rs, none","Found in Sample: [S8] F8: Sample, with sm, w/o Rs, none","Found in Sample: [S19] F19: Sample, with sm, w/o Rs, none","Found in Sample: [S20] F20: Sample, with sm, w/o Rs, none","Found in Sample: [S21] F21: Sample, with sm, w/o Rs, none","Found in Sample: [S25] F25: Sample, with sm, w/o Rs, none","Found in Sample: [S31] F31: Sample, with sm, w/o Rs, none","Found in Sample: [S33] F33: Sample, with sm, w/o Rs, none","Found in Sample: [S54] F54: Sample, with sm, w/o Rs, none","Found in Sample: [S35] F35: Sample, with sm, with Rs, heavy","Found in Sample: [S36] F36: Sample, with sm, with Rs, heavy","Found in Sample: [S37] F37: Sample, with sm, with Rs, heavy","Found in Sample: [S43] F43: Sample, with sm, with Rs, heavy","Found in Sample: [S45] F45: Sample, with sm, with Rs, heavy","Found in Sample: [S46] F46: Sample, with sm, with Rs, heavy","Found in Sample: [S50] F50: Sample, with sm, with Rs, heavy","Found in Sample: [S51] F51: Sample, with sm, with Rs, heavy","Found in Sample: [S52] F52: Sample, with sm, with Rs, heavy","Found in Sample: [S1] F1: Sample, with sm, with Rs, light","Found in Sample: [S2] F2: Sample, with sm, with Rs, light","Found in Sample: [S3] F3: Sample, with sm, with Rs, light","Found in Sample: [S15] F15: Sample, with sm, with Rs, light","Found in Sample: [S18] F18: Sample, with sm, with Rs, light","Found in Sample: [S22] F22: Sample, with sm, with Rs, light","Found in Sample: [S30] F30: Sample, with sm, with Rs, light","Found in Sample: [S32] F32: Sample, with sm, with Rs, light","Found in Sample: [S34] F34: Sample, with sm, with Rs, light"
"swissprot: Adenylate kinase 4 OS=Oryza sativa subsp. japonica  | original description: pep primary_assembly:Lsat_Salinas_v7:5:25746153:25748340:1 gene:gene-LSAT_5X13541 transcript:rna-gnl|WGS:NBSK|LSAT_5X13541_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",20,4,"Not Found","Not Found","Not Found","Peak Found","Peak Found","Not Found","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","Not Found","Peak Found","Peak Found","High","Peak Found","High","Not Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","High","Not Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Riboflavin biosynthesis protein PYRD, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:53035343:53037811:1 gene:gene-LSAT_4X36200 transcript:rna-gnl|WGS:NBSK|LSAT_4X36200_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Riboflavin biosynthesis protein PYRD, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G20960) UniProtKB/Swiss-Prot;Acc:Q8GWP5]",14,5,"High","High","High","High","High","Peak Found","High","High","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","Peak Found","Peak Found","High","High","High","High","High","High","High","High","High","Peak Found","High","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:42410194:42412124:1 gene:gene-LSAT_4X29381 transcript:rna-gnl|WGS:NBSK|LSAT_4X29381_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",13,4,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","Not Found","Peak Found","High"
"swissprot: Uncharacterized protein At4g14100 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:1:46087908:46088798:1 gene:gene-LSAT_1X40201 transcript:rna-gnl|WGS:NBSK|LSAT_1X40201_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",21,3,"High","High","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found","High","High"
"swissprot: Cysteine proteinase inhibitor B OS=Helianthus annuus  | original description: pep primary_assembly:Lsat_Salinas_v7:6:82707676:82708341:1 gene:gene-LSAT_6X58740 transcript:rna-gnl|WGS:NBSK|LSAT_6X58740_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",34,5,"Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","High","High","Peak Found","High","Peak Found","High","Peak Found","High","High","High","High","Peak Found","High","High","High","High","High","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found"
"swissprot: NADPH:quinone oxidoreductase OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:252732675:252733856:1 gene:gene-LSAT_4X133401 transcript:rna-gnl|WGS:NBSK|LSAT_4X133401_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",23,4,"Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","High","Peak Found","High","Peak Found","High","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","High","High","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High"
"swissprot: 26S proteasome non-ATPase regulatory subunit 6 homolog OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:124173162:124176417:1 gene:gene-LSAT_4X78821 transcript:rna-gnl|WGS:NBSK|LSAT_4X78821_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",14,5,"High","High","High","High","High","Peak Found","High","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","High","High","High","Peak Found","High","High","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","High","High","High","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found"
"swissprot: Ribose-phosphate pyrophosphokinase 4 OS=Spinacia oleracea  | original description: pep primary_assembly:Lsat_Salinas_v7:8:42569079:42571454:1 gene:gene-LSAT_8X33281 transcript:rna-gnl|WGS:NBSK|LSAT_8X33281_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",11,2,"Peak Found","High","Peak Found","Not Found","High","Peak Found","High","High","Peak Found","Peak Found","High","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","High","High","High","High","High","High","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","Not Found","Peak Found","High"
"swissprot: ATP synthase subunit delta', mitochondrial OS=Ipomoea batatas  | original description: pep primary_assembly:Lsat_Salinas_v7:7:14526848:14528592:1 gene:gene-LSAT_7X11940 transcript:rna-gnl|WGS:NBSK|LSAT_7X11940_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",24,5,"High","High","High","High","High","Peak Found","High","Peak Found","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found","High","High"
"swissprot: ATP-dependent Clp protease proteolytic subunit-related protein 4, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:156144618:156146855:-1 gene:gene-LSAT_6X95101 transcript:rna-gnl|WGS:NBSK|LSAT_6X95101_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent Clp protease proteolytic subunit [Source:Projected from Arabidopsis thaliana (AT4G17040) UniProtKB/TrEMBL;Acc:A0A178V785]",16,4,"High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","High","Peak Found","Peak Found","High","High"
"swissprot: Glutaredoxin-C1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:120545532:120546518:1 gene:gene-LSAT_4X75820 transcript:rna-gnl|WGS:NBSK|LSAT_4X75820_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",27,2,"Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","High","High","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Not Found","Peak Found","Peak Found","Not Found","High","High","High","High","Not Found","Not Found","Not Found","High","High","Not Found","Not Found","Not Found","Not Found","High","High","Not Found","Peak Found","Not Found","Peak Found","Not Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","High","Not Found","High","Peak Found"
"swissprot: Ras-related protein RABA1f OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:8:223237354:223240441:-1 gene:gene-LSAT_8X137481 transcript:rna-gnl|WGS:NBSK|LSAT_8X137481_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",26,5,"Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: Large ribosomal subunit protein uL30w OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:7:159842399:159844294:1 gene:gene-LSAT_7X95121 transcript:rna-gnl|WGS:NBSK|LSAT_7X95121_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",22,5,"Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Not Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found"
"swissprot: Aquaporin PIP2-2 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:177024818:177026613:1 gene:gene-LSAT_2X98541 transcript:rna-gnl|WGS:NBSK|LSAT_2X98541_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",19,4,"Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","High","Peak Found","High","Peak Found","High","High","Peak Found","High","High","Peak Found","High","High","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: DNA damage-binding protein 1 OS=Solanum lycopersicum  | original description: pep primary_assembly:Lsat_Salinas_v7:7:41200156:41208176:1 gene:gene-LSAT_7X31981 transcript:rna-gnl|WGS:NBSK|LSAT_7X31981_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",5,4,"High","High","High","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","High","High","High","Not Found","High","High"
"swissprot: Carboxyvinyl-carboxyphosphonate phosphorylmutase, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:76325939:76328322:1 gene:gene-LSAT_6X56581 transcript:rna-gnl|WGS:NBSK|LSAT_6X56581_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",14,5,"High","Peak Found","High","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","Peak Found","High","Peak Found"
"swissprot: Oxysterol-binding protein-related protein 3C OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:7:15062229:15064815:1 gene:gene-LSAT_7X12200 transcript:rna-gnl|WGS:NBSK|LSAT_7X12200_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",19,6,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Large ribosomal subunit protein uL29 OS=Euphorbia esula  | original description: pep primary_assembly:Lsat_Salinas_v7:9:84871324:84872634:1 gene:gene-LSAT_9X66241 transcript:rna-gnl|WGS:NBSK|LSAT_9X66241_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",27,4,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","High","Not Found","High","Peak Found","Peak Found","Not Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found","High","Not Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Ultraviolet-B receptor UVR8 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:280401854:280405169:-1 gene:gene-LSAT_5X146840 transcript:rna-gnl|WGS:NBSK|LSAT_5X146840_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Ultraviolet-B receptor UVR8 [Source:Projected from Arabidopsis thaliana (AT5G63860) UniProtKB/Swiss-Prot;Acc:Q9FN03]",15,6,"High","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","Peak Found","Peak Found","High","High","High","High","High","Peak Found","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","High"
"swissprot: Zeatin O-glucosyltransferase OS=Phaseolus lunatus  | original description: pep primary_assembly:Lsat_Salinas_v7:8:117439911:117441624:-1 gene:gene-LSAT_8X80941 transcript:rna-gnl|WGS:NBSK|LSAT_8X80941_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",13,6,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","High","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High"
"swissprot: Uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:205916483:205919793:1 gene:gene-LSAT_2X126721 transcript:rna-gnl|WGS:NBSK|LSAT_2X126721_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",14,6,"Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","High","High","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High"
